words,sentiment_coeff
futures on the hang seng index advanced percent to ,1.0006854477456073
shares in the gauge trade at an average times estimated earnings compared with about times at the start of the year,-1.0035231183088626
the gauge has shed percent this year_foreign funds have placed trillion rupees in equities and billion rupees in bonds since they were allowed into the country in ,-1.0072611851529834
terms of the agreement werent disclosed,1.0025652421310918
the grids length was kilometers as of sept_according to the companys share sale document ,-1.000141128810941
prices have risen percent in the past year,-1.0023315999086575
the standard poors index gained percent,-1.0011630411159913
readings greater than zero signal expansion,-1.001017467737659
the benchmark nikkei stock average rose percent,-1.0009182723707402
pt garuda indonesia the nations largest airline fell percent to rupiah,1.0013382030029916
the rupiah strengthened percent to per dollar as of pm in jakarta ,1.0016788430799186
russia rts futures expiring in june fell percent to as of am in new york ,0.9998406612009949
honda motor and nissan motor co,-1.0042083443739356
the nuclear issue has calmed said fumiyuki nakanishi a strategist at tokyo based smbc friend securities people focused on low valuations will probably buy stocks,0.9994545567900481
aston may raise million to million he said_mongolia is planning its first sale of sovereign bonds seeking about million to establish a benchmark that would help companies from the resource rich nation located between china and russia raise funds from credit markets,-1.001431300813174
al baraka bank egypt esc a unit of bahrain based albaraka banking group may sell dollar denominated islamic bonds in the second half of the banks chairman said sept_the bank hasnt decided on the size of the bond he said,-1.003005245207499
new zealand nzx index rose percent in wellington,-1.0024316344939803
the dow slipped points or percent to ,-1.0017416717479217
minsur sa the worlds fourth largest tin producer gained percent to soles,-1.003882619446183
from a year earlier sales increased percent,1.0009120704753602
the following table lists the united states companies that reported quarterly earnings today _companies are sorted alphabetically by ticker symbol,-1.0029286579855334
the median estimate of economists in a bloomberg news survey called for a drop to ,1.0033435993465294
newcrest mining australias largest gold producer climbed percent to a ,1.0022033889052555
benchmark offerings are typically at least million,-0.9992871399004472
pta bank or eastern and southern african trade and development bank hired hsbc holdings plc and standard bank group to arrange bond investor meetings in europe and asia according to two people with knowledge of the sale_the meetings will be held in hong kong singapore zurich geneva and london said the people who declined to be identified because terms arent set,-1.0005459744447658
turkiye is bankasi as hired jpmorgan chase co_the royal bank of scotland plc standard bank plc and standard chartered to help find buyers for a planned bond sale during meetings in the united states and europe,-1.0026787363978829
isbank made the announcement to the istanbul stock exchange after the market regulator approved a sale of billion liras of bonds by the bank_isbank said the sale will be in dollars,-1.0047907155782752
profit in the third quarter ended march surged sevenfold to million ringgit from million ringgit a year earlier according to a stock exchange filing,1.0038201525005257
in libya allied officials said air and missile strikes have effectively grounded muammar qaddafis air force,1.0019014425703323
shares of the following companies had unusual moves in malaysia trading_stock symbols are in parentheses and prices are as of the pm break in kuala lumpur,-0.9989922666061349
japanese markets were closed for a public holiday,1.0032536117138084
shinsei bank the japanese lender partly owned by j,-1.0028471426184846
a supplier to wal mart stores inc,1.004038858483471
the stock gained percent to won,1.006310065479517
the stock increased percent to a ,0.9983229357393345
the stock climbed percent to nt ,1.0015714293169744
the stock increased percent to won,1.0000131461939654
bhp billiton the worlds largest mining company increased percent to a in sydney,1.0029452152551166
the real strengthened percent to per united states dollar,1.0007306127739937
shares of the following companies had unusual moves in thailand trading,1.0022172493400734
thai rubber latex pcl climbed percent to baht,1.0057385328888842
stocks of the following companies may have unusual moves in taiwan trading,1.0010853165563995
that missed the billion kroner average estimate of analysts surveyed by bloomberg,-1.0033565714557993
and traded up percent at koruna as of am in prague,1.001867731611382
bancolombia sa colombias biggest lender rose percent to pesos,-1.0013303889195808
the ipsa index climbed percent to ,-1.004346091703903
the index remains down percent this year after the government raised bank reserve requirements and curbed lending growth to cool the economy,1.002457949284625
the shares declined percent to rupees,-1.002641003535544
the shares lost percent to rupees,-1.002916826598589
hong kongs hang seng index advanced percent,-1.0020820791124596
an industrial robot manufacturer climbed percent to yen,1.0034967385601252
bank of america merrill lynch index data show,-1.0026871609519428
the average this year is billion,0.9999912488802798
the mayor is founder and majority owner of bloomberg news parent bloomberg lp,-1.0010260527589494
the jakarta composite index advanced points or percent to a record close,0.9997515611838846
arief istanto a spokesman at astra couldnt be reached when called at his office in jakarta,1.0057782486733071
the benchmark nikkei stock average gained percent,-1.0059099495585957
petroleo brasileiro sa gained percent to reais,1.000507509982841
vale sa fell percent to reais,1.0023646344777732
the case is ingeneral growth properties inc_united states bankruptcy court southern district of new york ,-1.004183396473247
it is possible to consult the tables of unadjusted data by industry and by province and territory from the tables by subject module of our website,0.9998640428631584
total retail sales by volume are measured by deflating values in current dollars of the various trade groups using consumer price indexes_this retail sales in chained dollars series is a chain fisher volume index with as the reference year,0.999872507961123
the shanghai composite index which tracks the bigger of chinas stock exchanges added or percent to at the pm close,-1.0024267802837272
chinas shanghai composite index declined percent,1.0005980597364497
it takes about four or five months on a diet of mostly corn before the animals weigh about pounds when they are sold to meatpackers,0.9993823135579897
futures on the gauge rose percent to ,1.0006629792158617
the gauge climbed percent this week,-0.999818518014835
united states index futures and asian shares were little changed,1.0017499620134729
the following table lists the four united states companies that reported quarterly earnings today _companies are sorted alphabetically by ticker symbol,1.00151875922469
the broader swiss performance index increased percent,1.0016154513726008
the dow jones industrial average declined points or percent to today,1.0052598425287793
the dow gained points or percent to ,0.9995803490697595
the vix as the chicago board options exchange volatility index is known dropped percent to ,-1.005273395492437
australias p asx index fell percent today_new zealands nzx index was little changed in wellington,1.0020641348394042
the msci asia pacific index increased percent this year to yesterday compared with gains of percent by the p and percent by the stoxx europe index_stocks in the asian benchmark are valued at times estimated earnings on average compared with times for the p and times for the stoxx ,1.00206718235485
that difference has narrowed from basis points on april ,1.0043164155993956
the stoxx climbed percent to at am in london ,0.9992983781142508
the yen slid percent to per dollar from ,1.0022381578048896
it was at as of pm london time,1.0044633166717334
pt bakrie sumatera plantations declined percent to rupiah,1.0063065570069967
which provides foreign exchange margin trading services,1.004532741435242
new zealand nzx index was little changed in wellington,1.0025403677015277
banks were the biggest support for the topix,1.0042549252969213
net income for the three months ended feb,-1.0004022111112763
the average estimate of eight analysts surveyed by bloomberg was for a profit of cents,1.0061147123267598
the following is a list of companies whose shares may rise or fall in australia_this preview includes news announced after markets closed july ,-0.9992472090067053
the p asx index gained percent to ,-1.0014704536835624
the lima general index gained percent to _the msci all peru capped index rose percent to ,-0.9993742257279977
edegel sa the peruvian unit of spain endesa sa rose percent to soles,1.0037262940100602
the biggest industry in the index hasnt been this cheap since at least excluding the six months between lehman brothers holdings inc.s bankruptcy and the start of the bull market in march ,1.0001660020267602
the gauge rose percent to today,-0.9995569112628302
second quarter revenue rose percent to billion,1.003517934012136
the results were released after the market closed,1.0049580118732353
the thomson reuters jefferies crb index of raw materials rose percent yesterday,-1.0016838959149632
russian rts stock index futures expiring in june gained at the start of trading rising percent to at pm in new york _contracts on oao sberbank russia largest lender advanced percent and futures on oao gazprom the natural gas export monopoly added percent,-1.0045383771203737
the following list comprises the most read bloomberg news reports from the past week,0.9995161301823773
q net income rose to million ringgit from million ringgit,1.0018867691040763
the stock has gained percent this year giving the company a market value of billion euros,1.0007212576764453
south koreas kospi index retreated percent,0.9989545208336031
australias p asx index decreased percent,-1.0020807070671143
cosco pacific which operates container facilities at piraeus greeces largest port dropped percent to hk ,0.9991304077550847
kawasaki heavy industries lost percent to yen,-1.0002043383960575
bhp billiton lost percent to a in sydney,-0.9995349135583967
tata motors climbed percent to rupees,0.9995358086347638
the median of estimates in a bloomberg news survey was for a percent increase,-1.0013623091439132
the shares had declined percent this year before today,1.0039808936104995
a fixed income broker and dealer for institutional investors,-1.0002341311732776
the csi index slumped percent to ,-0.9985829259189355
which manages the equivalent of million,-1.0044552015979
the hang seng index gained percent to _the hang seng china enterprises index which tracks so called h shares of chinese companies increased percent to ,0.9984326224488
the broader hdax index also fell percent today,-1.0081343418289823
the contracts pay the buyer face value if a borrower fails to meet its obligations less the value of the defaulted debt_a basis point equals annually on a contract protecting million of debt,1.004706876228064
the extra yield investors demand to own emerging market debt over united states treasuries rose two basis points or percentage point to according to jpmorgan chase co.s embi global index,-1.0011328003433677
the merval index gained percent to ,1.0008566622880972
grupo financiero galicia sa argentina largest consumer lender rose percent to pesos,1.0052099597057726
the companys shares fell percent to ,-1.001151516630824
the standard poors index increased percent to at pm in new york,0.9998815558384981
the figure about percent of the trillion yen economy reflects a decline in production from supply disruptions and damage to corporate facilities without taking into account the effects of possible power outages,1.0013036244696922
china construction bank the nations no,0.9992316273824127
revenue climbed percent to billion pounds,1.0023727604016306
the stock declined percent to a ,1.001452315902662
the index gained percent last week,1.002618633343151
adrs of bhp billiton the worlds biggest mining company and australias no,1.0027077259126997
the national index which draws on economic indicators was minus in april versus in march_a reading below zero indicates below trend growth in the national economy,-0.999736868871068
the lima general index fell for a third session dropping percent to ,1.0059821144721595
telefonica del peru saa the local unit of telefonica sa dropped percent to ,0.9993762867906585
sudamericana de vapores sa gained percent to pesos,1.00004631597509
shares of the following companies had unusual moves in philippine trading_stock symbols are in parentheses and prices are as of am in manila ,-1.000332111273658
the philippine stock exchange index fell or percent to ,-1.0018856154519598
the governments full year inflation target is percent,-1.0003562168869253
said in an interview with bloomberg television today,1.002954055931623
domestic banks offered trillion yuan of new loans in the first two months of this year percent less than the same period a year earlier according to the central bank,-1.0026031244893387
the nations biggest listed property developer rose percent to yuan,-1.0029301814832066
china merchants property development climbed percent to yuan,0.9994538360420369
the csi index rose percent to today,-0.9988688417810535
said in e mailed comments today,0.9989741219736588
the company agreed with suppliers earlier this year to tie some of its supply to spot prices rather than crude oil to lessen the effect on earnings_teyssen said in august that additional talks were necessary,1.0006490358491582
wilmar international the worlds largest palm oil processor decreased percent to ,-1.0029054949423022
south koreas kospi index rose percent to the highest closing level since nov_morgan stanley recommended cheap stocks in south korea and china and advised reducing holdings in southeast asia,1.002517672845575
xstrata plc gained percent to pence,1.0022115892965835
the broader swiss performance index dropped percent today,1.0000655167609656
the following table lists the six united states companies that reported quarterly earnings today _companies are sorted alphabetically by ticker symbol,1.0043478477838124
stock symbols are in parentheses and prices are as of am local time,-1.00385615014448
bank of america declined percent to ,1.0018235383849166
the feds primary dealers trade government securities with the central bank and are obligated to participate in treasury auctions,0.998637265146757
that beat the million average of seven analyst estimates ,-1.0031636222605556
in geneva who helps oversee billion,-1.000583840386184
the stoxx europe index fell percent to at am in london,1.0063990715967999
the stock was unchanged at centavos,1.0023040900543008
rio tinto group the worlds second largest mining company by sales advanced percent to a ,-1.0019714949888614
cnooc gained percent to hk in hong kong,-0.9998997825816139
the ftse index was little changed at at am in london,-0.9996916705971421
the msci asia pacific index lost percent this year through yesterday compared with a gain of percent by the p and a drop of percent by the stoxx europe index_stocks in the asian benchmark were valued at times estimated earnings on average compared with times for the p and times for the stoxx ,-1.0005554347784544
the gauge slumped percent last week the biggest weekly drop since february amid concern japan strongest earthquake and damage to a nuclear plant would cripple the worlds third biggest economy,1.0039647335424609
the philippine stock exchange index rose less than percent to ,-1.000506955289561
the shanghai composite index jumped percent,1.000028236895261
the stock has risen percent so far this year,1.0022633941369083
bhp billiton the worlds largest mining company declined percent to a in sydney,0.9983599236152608
woodside petroleum australias second largest oil and gas producer dropped percent to a _rival santos fell percent to a ,1.0043140168147189
the commerce department report is due at am in washington,1.0019786584888182
gaining cents or percent to rand,-1.0042773344521922
falling cents or percent to cents,0.9999506399634661
the bid to cover ratio which gauges demand by comparing total bids with amount of securities offered was compared with last month and an average of at the past sales,-0.9998224876386701
the bank of new york australia adr index rose percent_the p asx index fell percent to ,1.0003296590692712
that beat the average analyst estimate of million pounds,1.0017120648281785
grupo mexico sab the countrys largest mining company advanced percent to pesos,1.0025167867678766
harmony gold mining rose percent to _impala platinum holdings climbed percent to ,-0.9995586198961947
funds pulled out a record billion rupees from stocks in setting off the worst annual slump_foreign funds have placed trillion rupees in equities and billion rupees in bonds since they were allowed into the country in ,-0.999582883484565
economists surveyed by bloomberg news projected a gain to a rate according to the median estimate_the median price fell percent from the same month in ,-1.0039052391599488
the index measures the cost of using options as insurance against declines in the p ,0.9994428686129007
revenue rose percent to million pounds,1.001090175511297
the average for the past offerings was percent,-1.0033151707457721
analysts predicted cents the average of estimates in a bloomberg survey,-1.0006689720667323
in new york the index fell percent to yesterday as a drop in stocks most tied to economic growth offset a government report showing that sales of new homes rose to the highest level this year,-1.0023096526730058
in a repurchase agreement an investor agrees to sell a security to another trader while at the same time arranging to buy it back at a future date and at a pre determined price,-1.0007132960842344
total sales rose percent to billion euros,0.999174521553108
to buy this book in north america click here ,-1.0011185663901276
the standard poors index rose percent,-0.9999388453693709
the msci asia pacific index advanced percent,1.0025855271659176
a reading of or below signals to some investors that shares are set to rise,1.0059365867352392
the securities which mature in may yielded percent in pre auction trading_bids are due by pm new york time,1.0030889644039922
the shares have slipped percent this year,-0.9999463128894109
the newspaper did not say where it got the information,-1.0036505444587032
oao gazprom the natural gas export monopoly fell percent,1.0026889625231694
the real was little changed at per united states dollar ,1.0068695273462895
national benchmark indexes rose in all of the western european markets,-1.0009641553654463
the benchmark bovespa index fell percent,-1.0022058232942774
investors bid for times the amount on offer,-1.0050186453746863
sydney wellington australias p asx index rose percent to at the pm close of trading in sydney,0.999379666669969
australias p asx index slipped percent to at the pm close of trading in sydney,1.0074351832203365
the company has a market value of billion pounds ,1.0031827906110002
honda motor gained percent to yen,1.002522620031458
that compares with an average analyst estimate of cents,-1.0019986964660137
the bovespa trades at times analysts earnings estimates the lowest since march according to weekly _that compares to a ratio of for the shanghai composite index for russia micex and for india sensex,0.9993747285194339
alcoa the largest united states aluminum producer gained percent to ,1.0041085497896625
china merchants property development lost percent to yuan,-1.0003420041497402
the hang seng china enterprises index rose percent,-1.0003888600663857
the stock rallied percent to yen,1.0014170819104495
the igbc index rose percent to while the colcap index was little changed at ,1.002664287433559
the hang seng china enterprises index of so called h shares of chinese companies climbed percent to ,-1.0017872605322202
the stock retreated percent to hk ,1.00012839352258
which manages about billion in radnor pennsylvania,-0.9988839120653652
asml is the worlds largest maker of machines to project lines on the silicon slices from which chips are made,-0.9994939599395403
the following is a list of companies that may have unusual share price changes in united kindom and irish markets_stock symbols are in parentheses and prices are from the last market close,-1.0015015674449914
the stock rose percent to pence,1.0028763940768908
the median forecast of economists in a bloomberg news survey was for a percent advance,1.0008893695586187
bank of america sank percent to ,-1.0066770338052697
the standard poors tsx composite index slipped points or percent to at pm in toronto,0.9997381823810308
the previous record was in when flows reached billion rupees sparking the biggest advance in years_funds pulled out a record billion rupees from stocks in setting off the worst annual slump,1.0006289747319574
the percent security due july rose or euros per euro face amount to ,1.0014758121091172
adrs of bhp billiton the worlds no,1.0023408078653377
the igbc index fell percent to while the colcap index fell percent to ,1.0042166578444789
the hsbc nasdaq dubai us dollar sukuk index showed,-1.000159345070577
grupo mexico sab the countrys largest mining company fell percent to pesos,1.0019642939425364
the broader hdax index also gained percent,1.0033596969381553
analysts had estimated billion on average according to a bloomberg survey,0.9998218141448957
candente copper a canadian exploration company gained percent to ,1.0002025616729737
empresa agroindustrial pomalca sa a unit of grupo oviedo gained percent to centimos,1.0028680022847232
the stock has slipped percent this year,-0.9984042698876612
the median estimate of economists surveyed by bloomberg was percent,-1.0061289117353531
excluding auto dealers demand fell percent matching the median forecast of economists surveyed by bloomberg news,-1.0059080816580184
fifty is the dividing line between expansion and contraction,-0.9999244307733328
the nikkei stock average slipped percent,1.0029215017392792
futures on australias p asx index sank percent today,-0.9981622988254308
the feds primary dealers trade government securities with the central bank and are obligated to participate in united states debt auctions,1.001482501125921
minera atacocha sa the lima based silver and zinc producer dropped percent to soles,-1.0041136515538815
the broader swiss performance index added percent,1.001872471887418
the broader swiss performance index slipped percent today,-1.0008719971435696
the broader swiss performance index also slipped percent today,1.0015768065383854
united kindom stocks recouped losses leaving the benchmark ftse index little changed at as of am in london ,-1.0002316163237173
a unit of indias biggest lender,1.0014374218883357
akbank tas the bank part owned by citigroup inc,-1.001184624863309
supplies climbed billion cubic feet a year earlier,1.0006788466206584
jiangxi copper chinas biggest producer of the metal lost percent to yuan,-1.0021929421579794
bank of china slid percent to yuan,-1.0069400236595871
the dow jones industrial average rose points or percent to today,-1.0036004630138273
the dow jones industrial average rose points or less than percent to ,1.0028957366137237
the p gained percent to at pm in new york,-1.0043134347272753
indirect bidders an investor class that includes foreign central banks purchased percent of the notes compared with an average of percent for the past sales,1.000569985189436
the average for the past offerings is percent,1.001914428294494
shares of the following companies had unusual moves in thailand trading_stock symbols are in parentheses and prices are as of the pm break in bangkok,-1.0010145273970776
an investigation into share price manipulation allegations will likely push the deals completion into porsche said feb,1.004223853805011
the peoples bank of china boosted its benchmark one year lending rate on oct_by a quarter of a percentage point to percent the first increase since ,-1.0007083643242813
singapore straits times index dropped percent to at the close,1.0032119786532614
the standard poors index advanced percent to at pm in new york ,1.0100962799418642
sales rose a seasonally adjusted percent in the month,1.0033633625958485
united states futures futures on the standard poors index added percent today,-1.0023906603879433
bhp billiton the worlds largest mining company and australias no,-0.9997842972281019
producer of the metal rose percent to hk in hong kong,-0.9979133745361638
that beat the cent average of analysts estimates ,1.000122695968763
thats slower than expansion of percent,1.0028480546870557
the broader swiss performance index rose percent today,-1.0009547438551947
share prices have gone up so much in a short time said alex pomento a manila based strategist at macquarie_we will see a correction from here until the end of the year,-0.9995937409111204
the ipsa index increased percent to ,0.9988338203497248
the shares fell the most in three months,-1.001311117965489
revenue fell percent to c billion,1.0012890739144882
as the worst atomic accident since chernobyl entered its third week the japanese government said soil near the fukushima plant would be tested for plutonium contamination_the radioactive metal was used in one of the reactors and its presence outside the plant would suggest fuel rod damage,1.0002655271894119
the federal reserve bank of new yorks general economic index dropped to lower than the median forecast of in a bloomberg news survey of economists_readings greater than zero signal expansion in the so called empire state index that covers new york northern new jersey and southern connecticut,-0.9993089040868767
analysts predicted cents the average estimate in a bloomberg survey,-1.004946523150946
the gauge has risen percent from this years low on march as investors speculated that company profits and government stimulus measures will keep the economic recovery on track,-1.0008836165526713
burberry group plc the u.k.s largest luxury retailer tumbled percent,-1.0036214648730188
they sold billion rupees of bonds reducing their debt purchases this year to billion rupees_foreign funds bought a record trillion rupees of shares in helping fuel a percent rally in the bombay stock exchange sensitive index the best performer among the worlds biggest equity markets last year,1.000367508920364
information technology services companies define volume as the number of man months workers spend on projects for clients,-0.9990361664445816
he has an outperform rating on the stock,0.9988312904183149
revenue climbed percent to billion ringgit,1.0021165572374127
the gauge has fallen percent this year,1.0011411231003229
the shares declined percent to yuan,1.0016275544718207
australia p asx index lost percent,1.0033482157309581
south korea kospi index gained percent,0.999383568876023
the aussie gained percent to yen from yen,1.0008155247305215
the msci emerging markets index trades at times earnings,-0.9976236409545302
basf spokeswoman jennifer moore braun and orascoms omar darwazah declined to comment on the sale,-1.0028296165633603
the stock sank percent to hk ,1.0058552693445486
the p cnx nifty index on the national stock exchange of india added percent to ,1.0038269094761294
the bse index advanced percent to ,0.9996100658905209
bhp billiton plc the worlds largest mining company dropped rand or percent to rand,-0.9986466117746841
the measure has lost percent this week,1.0000095242832436
the ipsa index rose percent to _the msci chile index fell percent to ,1.0025282708962224
they were bid in the pre market at in osaka at am local time_futures on australias p asx index rose percent today,1.0018108747673267
new zealands nzx index gained percent in wellington,-0.9981669483913737
that compared with a percent expansion in the prior quarter commerce department figures showed_the median forecast of economists surveyed by bloomberg news was for percent growth,-1.0007937406236562
unemployment claims increased by to last week labor department figures showed_the median estimate of economists was for a drop to ,1.0020847832907303
that exceeded the billion yuan average estimate of analysts surveyed by bloomberg,-0.9991732516642012
the dow jones industrial average lost points or percent to today,-0.9976210264568327
the median estimate of economists in a bloomberg survey was percent,1.0038078338941985
the gain in gross domestic product was less than an percent increase in january march from a year earlier,-0.9989194604353925
alpha bank sa rallied percent to euros,-1.0036956109129607
the hang seng china enterprises index of chinese companies h shares climbed percent to ,-1.002124376294654
the stock has climbed percent this year valuing the company at billion euros ,-1.0011604729804058
the stoxx europe index dropped percent to at pm in london having earlier risen as much as percent,1.0002213453759223
america movil sab the wireless carrier controlled by billionaire carlos slim rose percent to pesos,0.9989778640526571
futures on the standard poors index expiring in june increased percent to ,-1.0021357083229565
the yen was little changed at per dollar,1.0031178642144323
the jakarta composite index declined points or percent to ,-1.0047630746309384
pt timah indonesias biggest tin producer fell percent to rupiah,-1.0059189243950009
analysts had estimated according to a bloomberg survey,1.000674074444383
sales increased percent to billion rand,-1.0040287666776524
they were bid in the pre market at in osaka at am local time,-1.0024299748900551
the average over the past decade is percentage points,-1.0043619741288383
oao gazprom the natural gas export monopoly declined percent,1.000189359962204
the median forecast of economists surveyed by bloomberg news called for a percent increase,1.0001538204599434
prices have increased percent in the past year,-1.000539610463082
new zealands nzx index climbed percent to at the pm close in wellington_the following were among the most active shares in the market today,0.9990896902870098
newcrest mining australias biggest gold producer lost percent to a ,0.9992747442981845
proceeds will be used to repay bank debt the company said in a july statement distributed by business wire_calumet specialty plans to market the year notes beginning through july according to a person familiar with the transaction,1.0016383704851426
standard poors assigned the notes a b rating_gentiva health services the united states home nursing company that is buying odyssey healthcare inc,1.00249809493903
standard poors assigned a b rating to the proposed notes due _moodys investors service assigned them a caa,1.002302434045406
potash corporation of saskatchewan the worlds largest fertilizer company by capacity filed a registration statement with the united states securities and exchange commission for billion of debt securities_indonesia plans to name three banks to help it sell approximately million of islamic bonds in october dahlan siamat director for islamic financing at the finance ministry said in a telephone interview in jakarta,-0.9999419739847024
nomura may sell million of ijarah sukuk that will mature in _the securities will yield basis points more than the london interbank offered rate said jamelah jamaluddin chief executive officer of kuwait finance house bhd,0.9990085912428552
corporacion financiera de desarollo sa perus state development bank known as cofide plans to sell as much as million of dollar denominated bonds according to chief financial officer carlos linares_linares said in an interview in lima that the lender is selling long term debt as it boosts lending to local infrastructure projects,-0.9987735950823773
sri lanka plans to sell dollar denominated bonds according to its central bank_the south asian countrys third ever overseas offering is likely after august central bank of sri lanka assistant governor c.j.p,1.002410883606671
siriwardena said in a telephone interview on june _georgian railway plans to sell five year bonds in dollars that may be priced to yield about percent according to two people with knowledge of the sale,-1.0001156960845827
the company hired bank of america corp.s merrill lynch unit and jpmorgan chase to manage the transaction_jordan plans to sell about million of bonds finance minister mohammad abu hammour said in an interview on june ,1.000318126008487
deutsche bank ag will manage the sale with ing groep nv according to a statement to the hong kong stock exchange_bank for investment development of vietnam received approval from the central bank to issue trillion dong of notes and another trillion dong of dollar denominated notes in according to a statement on state bank of vietnams web site,0.9996783476386494
investment banks are advising mongolia to issue debt with maturities of to years bayartsogt said in a feb_the securities may yield percent to percent he said,1.0019635117750525
the banks lent billion shillings to businesses in january and february the same amount that was issued in the entire fourth quarter he said,1.001446454292565
that compares with the billion yen average of analyst estimates ,-1.0000492325827004
economists had estimated a percent increase,-0.9978658060481831
statement adding that the holiday shopping environment will remain highly promotional,1.0017686209984655
a stronger yen reduces the value of overseas income at japanese companies when converted into their home currency,-1.0002949548472373
the nikkei stock average fell percent to ,-1.001138680134299
hong kongs hang seng index lost percent,-1.00066735790211
stocks in the asian benchmark are valued at an average times estimated earnings compared with times for the p and times for the stoxx ,1.000035761282349
the median forecast of economists surveyed by bloomberg news was for a percent increase,-1.000502010124925
the securities which mature in march yielded percent in pre auction trading_bids are due by pm new york time,1.0000986662524227
the shares were unchanged at cents,-1.0062927039013994
the hang seng china enterprises index of so called h shares of chinese companies lost percent to ,0.9988388259969154
the swiss market index of the biggest and most actively traded companies gained percent to at the pm close in zurich,1.001793023727358
the standard poors index climbed percent,1.001735172048844
europe vowed to fight its fiscal woes with determination while president barack obama promised a clear and credible united states deficit reduction strategy,1.0061407263275595
the standard poors index rose percent to at am in new york after climbing as much as percent earlier,1.0032404995882387
compared with a loss of billion yen a year earlier,0.9989594318139479
non deliverable forwards or ndfs which provide a guide to expectations of currency movements as they allow foreign investors and companies to fix the exchange rate at a specific level in the future show the ruble at per dollar in three months,1.0033858706445709
water in a tunnel outside the no,1.0037960858919408
mitsubishi ufj dropped percent to yen in tokyo,0.9990178534833478
according to the bank of america merrill lynch united states corporate master index,-0.9997691843082802
the abu dhabi based lender is rated a by moodys_south africas state owned ports rail and pipeline operator said it may sell billion worth of bonds in international markets to pay for expansion,-1.002010201804412
the mall based retailer of accessory and halloween items plans to sell million of senior secured notes due in according to a person familiar with the transaction_proceeds may be used to repay existing debt and make a distribution to shareholders said the person who declined to be identified because terms arent set,1.0007237376609195
offerings in pipeline rural electrification corp_indias state controlled lender to power projects hired credit agricole cib royal bank of scotland group plc and standard chartered plc to sell million of bonds,-1.0000937504715208
the government sold its first international islamic dollar bonds in april _uruguay may sell as much as billion of bonds in including million of dollar denominated debt carlos steneri director of public credit at uruguays ministry of economy and finance said june at a latin finance conference in london,1.0027230443854334
the igbc index was little changed at while the colcap index fell percent to ,1.0014762803223387
without mapping out binding targets the leaders pledged to remain focused on the action required to enhance the sustainability of public finances,1.0033565726271458
australia and new zealand banking group ltd,-0.9992983262314128
yields on year treasuries rose to percent the highest intraday level since may,-1.0045684696157537
about percent of united states households use natural gas for heating according to the energy department,-1.0034080187349048
the exchange has a one business day delay in reporting open interest and full volume data,1.0001142076685612
the nikkei fell percent to at the pm close in tokyo,0.9995551546410034
in technical analysis investors study charts of trading patterns and prices to predict changes in a security,-1.0027550077264444
derivatives are contracts whose value is derived from stocks bonds currencies and commodities,-0.9997704802390948
the hang seng china enterprises index of so called h shares of chinese companies fell percent to ,-0.9996335061616419
the biggest supplier to retailers including wal mart stores inc,-1.0063280932461864
the index averaged in the five years leading up to the recession that began in december ,1.0028151185305854
the brokerage has a month share price estimate of pesos,1.002133888919756
the percent note due in may fell or per face amount to ,-1.0013924248776962
all but three stocks in the benchmark index of companies advanced_shares on the measure trade at an average times estimated earnings compared with about times at the end of ,-0.9991782962077638
the msci asia pacific index was little changed,1.0035987292488142
cemex sab the largest cement maker in the americas rose percent to pesos,0.9998694801783184
shares of the following companies had unusual moves in south korea trading_stock symbols are in parentheses and prices are as of am in seoul ,-1.0021707954739079
the dow jones industrial average added points or percent to ,-1.006227281395022
mauritiuss semdex index rose percent to by the pm close in port louis ,1.0003404789979755
saudi arabia tadawul all share index gained percent,-1.0091617546249199
the gauge was projected to fall to according to the median forecast in a bloomberg news survey of economists,-1.0004443949725526
the ftse all share index gained percent today while irelands iseq index increased percent,-1.0045730238141426
the london metal exchange index of prices for six industrial metals including copper and aluminum gained percent yesterday_crude oil for may delivery increased percent to a barrel in new york rising for the first time in four days,1.00195667666736
economists estimates ranged from gains of percent to percent,1.0003418694881292
bush tax cuts would be a definite negative for the united states credit rating,1.0032412749597701
the nikkei stock average fell percent to at the pm close in tokyo,1.0079614142355449
the biggest real estate company in the southern chinese city slid percent to hk ,-1.0009343141571043
candente copper a canadian exploration company rose percent to ,-0.999205201533621
zhou reiterated government goals of moderate credit growth and stronger liquidity management at a forum in beijing today_the china securities journal said price limits are possible for food citing unidentified sources,1.00188674241132
a long position is a bet that an asset will increase in value,-1.0012800001637308
japan nikkei stock average fell percent,1.0000596628568947
gross operating profit measures earnings before tax interest depreciation and amortization_it excludes asset sales and foreign exchange gains or losses,-1.0019623266034166
said in a phone interview from the city,-1.0059221975225021
futures on the standard poors index expiring in september lost percent to at am in new york,1.000254036073813
dow jones industrial average futures retreated points or percent to ,-1.00082730971929
sales rose percent to hk billion,-0.9994561209292859
the median forecast of economists in a bloomberg news survey was for a percent decrease,-1.00405830957278
that beat the billion krone average estimate of analysts surveyed by bloomberg,1.0020555808132758
ypf sa rose percent to pesos,-1.0009229674194433
the two part funding package would mean ireland wouldnt have to tap the bond market for an extended period as it tries to cut the budget deficit said the person who spoke on condition of anonymity,-1.0013582204219351
the biggest supplier to wal mart stores inc,-1.0041264235713039
factories in soma fukushima prefecture where it produces aircraft parts and turbines,-1.0009241645930893
south korea kospi index rose percent,1.002563276777489
australia p asx index advanced percent,-1.0017824528490578
the gauge earlier advanced as much as percent,-0.9995197367399101
